Job Title, Zip Code, Number of Jobs
2018-07-16,call+center,"42330",35
2018-07-16,call+center,"12433",166
2018-07-16,call+center,"64166",1415
2018-07-16,call+center,"38841",63
2018-07-16,call+center,"60201",4868
2018-07-16,call+center,"60467",4109
2018-07-16,call+center,"58017",5
2018-07-16,call+center,"13632",43
2018-07-16,call+center,"41132",195
2018-07-16,call+center,"37645",155
2018-07-16,call+center,"43793",41
2018-07-16,call+center,"59215",6
2018-07-16,call+center,"26818",9
2018-07-16,call+center,"84657",9
2018-07-16,call+center,"62869",24
2018-07-16,call+center,"29319",405
2018-07-16,call+center,"10031",7132
2018-07-16,call+center,"12434",21
2018-07-16,call+center,"60466",1310
2018-07-16,call+center,"64165",1398
2018-07-16,call+center,"81055",2
2018-07-16,call+center,"79749",20
2018-07-16,call+center,"88353",3
2018-07-16,call+center,"53119",631
2018-07-16,call+center,"12435",103
2018-07-16,call+center,"43530",63
2018-07-16,call+center,"35243",635
2018-07-16,call+center,"13633",33
2018-07-16,call+center,"37640",191
2018-07-16,call+center,"33946",167
2018-07-16,call+center,"59218",3
2018-07-16,call+center,"26817",164
2018-07-16,call+center,"42332",35
2018-07-16,call+center,"62862",19
2018-07-16,call+center,"36442",45
2018-07-16,call+center,"10030",7169
2018-07-16,call+center,"16130",91
2018-07-16,call+center,"70050",2
2018-07-16,call+center,"79748",16
2018-07-16,call+center,"53118",870
2018-07-16,call+center,"81054",8
2018-07-16,call+center,"88354",1
2018-07-16,call+center,"12436",118
2018-07-16,call+center,"35244",624
2018-07-16,call+center,"33947",166
2018-07-16,call+center,"59217",3
2018-07-16,call+center,"13634",45
2018-07-16,call+center,"44730",434
2018-07-16,call+center,"14831",95
2018-07-16,call+center,"36441",28
2018-07-16,call+center,"16131",95
2018-07-16,call+center,"62863",40
2018-07-16,call+center,"25617",63
2018-07-16,call+center,"33948",181
2018-07-16,call+center,"88351",17
2018-07-16,call+center,"42334",311
2018-07-16,call+center,"71250",10
2018-07-16,call+center,"65360",34
2018-07-16,call+center,"37642",157
2018-07-16,call+center,"26815",71
2018-07-16,call+center,"87153",596
2018-07-16,call+center,"13635",6
2018-07-16,call+center,"41135",42
2018-07-16,call+center,"43532",287
2018-07-16,call+center,"70052",114
2018-07-16,call+center,"46291",1826
2018-07-16,call+center,"62864",44
2018-07-16,call+center,"36444",13
2018-07-16,call+center,"33949",204
2018-07-16,call+center,"88352",47
2018-07-16,call+center,"12438",8
2018-07-16,call+center,"42333",15
2018-07-16,call+center,"43531",55
2018-07-16,call+center,"37641",111
2018-07-16,call+center,"61401",19
2018-07-16,call+center,"07746",1981
2018-07-16,call+center,"35246",625
2018-07-16,call+center,"59219",10
2018-07-16,call+center,"87154",581
2018-07-16,call+center,"13636",30
2018-07-16,call+center,"26814",20
2018-07-16,call+center,"70051",156
2018-07-16,call+center,"64161",1975
2018-07-16,call+center,"81052",5
2018-07-16,call+center,"97839",17
2018-07-16,call+center,"46290",1779
2018-07-16,call+center,"60204",4860
2018-07-16,call+center,"62865",65
2018-07-16,call+center,"77348",47
2018-07-16,call+center,"99136",2
2018-07-16,call+center,"91743",2047
2018-07-16,call+center,"50619",55
2018-07-16,call+center,"28377",296
2018-07-16,call+center,"79745",16
2018-07-16,call+center,"46030",699
2018-07-16,call+center,"05342",92
2018-07-16,call+center,"53115",250
2018-07-16,call+center,"28111",1298
2018-07-16,call+center,"93040",921
2018-07-16,call+center,"23480",16
2018-07-16,call+center,"49892",17
2018-07-16,call+center,"29576",200
2018-07-16,call+center,"54313",375
2018-07-16,call+center,"60461",2807
2018-07-16,call+center,"43534",269
2018-07-16,call+center,"77349",47
2018-07-16,call+center,"79744",6
2018-07-16,call+center,"53114",250
2018-07-16,call+center,"07740",1533
2018-07-16,call+center,"28378",318
2018-07-16,call+center,"05341",63
2018-07-16,call+center,"60460",19
2018-07-16,call+center,"46031",678
2018-07-16,call+center,"28112",430
2018-07-16,call+center,"76148",2995
2018-07-16,call+center,"78547",41
2018-07-16,call+center,"21082",1859
2018-07-16,call+center,"11239",6703
2018-07-16,call+center,"46296",1806
2018-07-16,call+center,"43533",260
2018-07-16,call+center,"49893",36
2018-07-16,call+center,"29575",208
2018-07-16,call+center,"99137",10
2018-07-16,call+center,"94240",1102
2018-07-16,call+center,"91745",5888
2018-07-16,call+center,"42338",51
2018-07-16,call+center,"05340",48
2018-07-16,call+center,"38849",71
2018-07-16,call+center,"28379",85
2018-07-16,call+center,"54311",338
2018-07-16,call+center,"20720",4458
2018-07-16,call+center,"93042",503
2018-07-16,call+center,"78548",46
2018-07-16,call+center,"76147",2201
2018-07-16,call+center,"41139",243
2018-07-16,call+center,"11238",6862
2018-07-16,call+center,"29578",223
2018-07-16,call+center,"46295",1754
2018-07-16,call+center,"21085",1789
2018-07-16,call+center,"83450",116
2018-07-16,call+center,"62860",65
2018-07-16,call+center,"49894",16
2018-07-16,call+center,"43536",75
2018-07-16,call+center,"99138",1
2018-07-16,call+center,"10039",7164
2018-07-16,call+center,"91744",5155
2018-07-16,call+center,"74849",20
2018-07-16,call+center,"42337",16
2018-07-16,call+center,"28114",223
2018-07-16,call+center,"83451",45
2018-07-16,call+center,"93041",476
2018-07-16,call+center,"29577",219
2018-07-16,call+center,"11237",6968
2018-07-16,call+center,"78549",270
2018-07-16,call+center,"49895",4
2018-07-16,call+center,"21084",1561
2018-07-16,call+center,"62861",22
2018-07-16,call+center,"43535",109
2018-07-16,call+center,"99139",12
2018-07-16,call+center,"10038",6908
2018-07-16,call+center,"83452",10
2018-07-16,call+center,"38847",10
2018-07-16,call+center,"28115",1278
2018-07-16,call+center,"46034",767
2018-07-16,call+center,"05346",92
2018-07-16,call+center,"78542",250
2018-07-16,call+center,"11236",6742
2018-07-16,call+center,"79741",146
2018-07-16,call+center,"77344",47
2018-07-16,call+center,"60465",4925
2018-07-16,call+center,"42339",22
2018-07-16,call+center,"36449",24
2018-07-16,call+center,"10037",7168
2018-07-16,call+center,"50616",18
2018-07-16,call+center,"38848",35
2018-07-16,call+center,"05345",88
2018-07-16,call+center,"48430",598
2018-07-16,call+center,"11235",6518
2018-07-16,call+center,"46035",193
2018-07-16,call+center,"78543",301
2018-07-16,call+center,"29579",217
2018-07-16,call+center,"84651",386
2018-07-16,call+center,"79740",5
2018-07-16,call+center,"47232",111
2018-07-16,call+center,"53110",1586
2018-07-16,call+center,"60464",4811
2018-07-16,call+center,"43537",501
2018-07-16,call+center,"77345",2633
2018-07-16,call+center,"28117",1252
2018-07-16,call+center,"77346",3050
2018-07-16,call+center,"50613",93
2018-07-16,call+center,"83454",138
2018-07-16,call+center,"46032",1775
2018-07-16,call+center,"05344",126
2018-07-16,call+center,"11234",6652
2018-07-16,call+center,"91741",3631
2018-07-16,call+center,"44735",824
2018-07-16,call+center,"29316",372
2018-07-16,call+center,"84652",8
2018-07-16,call+center,"47231",63
2018-07-16,call+center,"79743",8
2018-07-16,call+center,"60463",4583
2018-07-16,call+center,"10036",7214
2018-07-16,call+center,"55780",26
2018-07-16,call+center,"83455",28
2018-07-16,call+center,"77347",3198
2018-07-16,call+center,"50614",93
2018-07-16,call+center,"38846",25
2018-07-16,call+center,"05343",47
2018-07-16,call+center,"11233",6771
2018-07-16,call+center,"46033",1741
2018-07-16,call+center,"11499",6290
2018-07-16,call+center,"91740",3877
2018-07-16,call+center,"78545",13
2018-07-16,call+center,"49891",5
2018-07-16,call+center,"84653",378
2018-07-16,call+center,"46298",1780
2018-07-16,call+center,"47230",55
2018-07-16,call+center,"06540",715
2018-07-16,call+center,"60462",4355
2018-07-16,call+center,"79742",9
2018-07-16,call+center,"10035",7199
2018-07-16,call+center,"55781",25
2018-07-16,call+center,"12430",7
2018-07-16,call+center,"96898",525
2018-07-16,call+center,"30350",3540
2018-07-16,call+center,"94235",1105
2018-07-16,call+center,"50611",36
2018-07-16,call+center,"74844",15
2018-07-16,call+center,"20714",631
2018-07-16,call+center,"48423",375
2018-07-16,call+center,"72447",97
2018-07-16,call+center,"93036",490
2018-07-16,call+center,"95699",175
2018-07-16,call+center,"95433",697
2018-07-16,call+center,"25873",66
2018-07-16,call+center,"77340",65
2018-07-16,call+center,"55782",20
2018-07-16,call+center,"21912",509
2018-07-16,call+center,"47225",111
2018-07-16,call+center,"73645",6
2018-07-16,call+center,"49622",54
2018-07-16,call+center,"70049",244
2018-07-16,call+center,"94236",1108
2018-07-16,call+center,"76140",1998
2018-07-16,call+center,"48422",62
2018-07-16,call+center,"50612",82
2018-07-16,call+center,"28370",105
2018-07-16,call+center,"52175",16
2018-07-16,call+center,"74843",15
2018-07-16,call+center,"43529",135
2018-07-16,call+center,"93035",403
2018-07-16,call+center,"71247",34
2018-07-16,call+center,"77341",47
2018-07-16,call+center,"21911",497
2018-07-16,call+center,"55783",3
2018-07-16,call+center,"91739",1474
2018-07-16,call+center,"19736",1529
2018-07-16,call+center,"47224",59
2018-07-16,call+center,"21078",423
2018-07-16,call+center,"73646",5
2018-07-16,call+center,"49623",32
2018-07-16,call+center,"20716",3525
2018-07-16,call+center,"99130",17
2018-07-16,call+center,"78540",249
2018-07-16,call+center,"48421",291
2018-07-16,call+center,"52172",16
2018-07-16,call+center,"72445",75
2018-07-16,call+center,"74842",12
2018-07-16,call+center,"28371",298
2018-07-16,call+center,"95697",568
2018-07-16,call+center,"21914",499
2018-07-16,call+center,"95431",575
2018-07-16,call+center,"98198",3287
2018-07-16,call+center,"55784",7
2018-07-16,call+center,"47223",116
2018-07-16,call+center,"19735",1686
2018-07-16,call+center,"25871",66
2018-07-16,call+center,"77342",46
2018-07-16,call+center,"29570",71
2018-07-16,call+center,"94234",1105
2018-07-16,call+center,"17339",989
2018-07-16,call+center,"20715",4476
2018-07-16,call+center,"99131",11
2018-07-16,call+center,"48686",269
2018-07-16,call+center,"48420",375
2018-07-16,call+center,"78541",250
2018-07-16,call+center,"28372",117
2018-07-16,call+center,"98199",3331
2018-07-16,call+center,"95432",3
2018-07-16,call+center,"95698",89
2018-07-16,call+center,"55785",6
2018-07-16,call+center,"19734",488
2018-07-16,call+center,"21913",462
2018-07-16,call+center,"73644",11
2018-07-16,call+center,"49625",73
2018-07-16,call+center,"25870",52
2018-07-16,call+center,"71249",9
2018-07-16,call+center,"77343",47
2018-07-16,call+center,"94497",3403
2018-07-16,call+center,"74848",10
2018-07-16,call+center,"47229",51
2018-07-16,call+center,"32751",2316
2018-07-16,call+center,"55786",14
2018-07-16,call+center,"02842",756
2018-07-16,call+center,"91735",5223
2018-07-16,call+center,"20710",4421
2018-07-16,call+center,"28373",119
2018-07-16,call+center,"31553",44
2018-07-16,call+center,"58282",1
2018-07-16,call+center,"52170",8
2018-07-16,call+center,"65108",126
2018-07-16,call+center,"67505",46
2018-07-16,call+center,"93032",496
2018-07-16,call+center,"95695",674
2018-07-16,call+center,"48427",25
2018-07-16,call+center,"49884",4
2018-07-16,call+center,"30354",2649
2018-07-16,call+center,"29572",225
2018-07-16,call+center,"21075",3348
2018-07-16,call+center,"91734",5223
2018-07-16,call+center,"99133",13
2018-07-16,call+center,"47228",94
2018-07-16,call+center,"94232",1099
2018-07-16,call+center,"68969",6
2018-07-16,call+center,"32750",2203
2018-07-16,call+center,"55787",3
2018-07-16,call+center,"28374",104
2018-07-16,call+center,"52171",16
2018-07-16,call+center,"58281",2
2018-07-16,call+center,"93031",490
2018-07-16,call+center,"48426",34
2018-07-16,call+center,"65107",126
2018-07-16,call+center,"95696",454
2018-07-16,call+center,"95430",199
2018-07-16,call+center,"31552",45
2018-07-16,call+center,"49885",36
2018-07-16,call+center,"21074",689
2018-07-16,call+center,"30355",3589
2018-07-16,call+center,"59482",2
2018-07-16,call+center,"29571",74
2018-07-16,call+center,"99134",7
2018-07-16,call+center,"72449",76
2018-07-16,call+center,"02840",679
2018-07-16,call+center,"68702",21
2018-07-16,call+center,"91737",1649
2018-07-16,call+center,"56720",2
2018-07-16,call+center,"28375",93
2018-07-16,call+center,"95693",954
2018-07-16,call+center,"20712",4334
2018-07-16,call+center,"93034",494
2018-07-16,call+center,"73647",18
2018-07-16,call+center,"31551",53
2018-07-16,call+center,"49620",162
2018-07-16,call+center,"29574",32
2018-07-16,call+center,"21077",3343
2018-07-16,call+center,"47227",50
2018-07-16,call+center,"49886",14
2018-07-16,call+center,"99135",8
2018-07-16,call+center,"68967",6
2018-07-16,call+center,"02841",801
2018-07-16,call+center,"68701",21
2018-07-16,call+center,"30353",3328
2018-07-16,call+center,"28110",1339
2018-07-16,call+center,"28376",325
2018-07-16,call+center,"74845",19
2018-07-16,call+center,"20711",2610
2018-07-16,call+center,"73648",11
2018-07-16,call+center,"65109",116
2018-07-16,call+center,"93033",490
2018-07-16,call+center,"95694",271
2018-07-16,call+center,"31550",30
2018-07-16,call+center,"67504",46
2018-07-16,call+center,"56721",72
2018-07-16,call+center,"49621",145
2018-07-16,call+center,"29573",49
2018-07-16,call+center,"23471",1250
2018-07-16,call+center,"21076",3387
2018-07-16,call+center,"59480",38
2018-07-16,call+center,"94230",1085
2018-07-16,call+center,"47226",177
2018-07-16,call+center,"49887",33
2018-07-16,call+center,"23218",1107
2018-07-16,call+center,"12439",78
2018-07-16,call+center,"14836",22
2018-07-16,call+center,"68966",6
2018-07-16,call+center,"17332",307
2018-07-16,call+center,"33954",177
2018-07-16,call+center,"71240",68
2018-07-16,call+center,"31557",56
2018-07-16,call+center,"89555",604
2018-07-16,call+center,"13637",47
2018-07-16,call+center,"65104",126
2018-07-16,call+center,"16134",113
2018-07-16,call+center,"67501",48
2018-07-16,call+center,"24416",137
2018-07-16,call+center,"59485",39
2018-07-16,call+center,"56722",70
2018-07-16,call+center,"81063",9
2018-07-16,call+center,"97838",35
2018-07-16,call+center,"30358",3616
2018-07-16,call+center,"25614",66
2018-07-16,call+center,"17333",295
2018-07-16,call+center,"23219",1108
2018-07-16,call+center,"72440",10
2018-07-16,call+center,"31556",56
2018-07-16,call+center,"33955",492
2018-07-16,call+center,"21919",395
2018-07-16,call+center,"13638",49
2018-07-16,call+center,"65103",126
2018-07-16,call+center,"26812",19
2018-07-16,call+center,"59486",4
2018-07-16,call+center,"67502",57
2018-07-16,call+center,"32754",200
2018-07-16,call+center,"70041",2
2018-07-16,call+center,"56723",69
2018-07-16,call+center,"81062",4
2018-07-16,call+center,"30359",3550
2018-07-16,call+center,"97837",6
2018-07-16,call+center,"88355",18
2018-07-16,call+center,"14838",179
2018-07-16,call+center,"70044",662
2018-07-16,call+center,"80962",671
2018-07-16,call+center,"25879",65
2018-07-16,call+center,"68964",2
2018-07-16,call+center,"31555",24
2018-07-16,call+center,"35253",633
2018-07-16,call+center,"37650",121
2018-07-16,call+center,"33956",484
2018-07-16,call+center,"48429",294
2018-07-16,call+center,"13639",6
2018-07-16,call+center,"71242",4
2018-07-16,call+center,"60209",4880
2018-07-16,call+center,"65106",126
2018-07-16,call+center,"16132",355
2018-07-16,call+center,"59483",37
2018-07-16,call+center,"30356",3576
2018-07-16,call+center,"56724",11
2018-07-16,call+center,"32753",1807
2018-07-16,call+center,"95439",343
2018-07-16,call+center,"97836",16
2018-07-16,call+center,"98190",3540
2018-07-16,call+center,"14837",72
2018-07-16,call+center,"25878",71
2018-07-16,call+center,"70043",631
2018-07-16,call+center,"26810",30
2018-07-16,call+center,"58021",234
2018-07-16,call+center,"31554",44
2018-07-16,call+center,"35254",624
2018-07-16,call+center,"17331",297
2018-07-16,call+center,"41390",30
2018-07-16,call+center,"33957",503
2018-07-16,call+center,"87158",596
2018-07-16,call+center,"97835",62
2018-07-16,call+center,"60208",4728
2018-07-16,call+center,"48428",648
2018-07-16,call+center,"24415",81
2018-07-16,call+center,"65105",126
2018-07-16,call+center,"71241",75
2018-07-16,call+center,"59484",2
2018-07-16,call+center,"16133",92
2018-07-16,call+center,"25612",68
2018-07-16,call+center,"32752",2215
2018-07-16,call+center,"36451",14
2018-07-16,call+center,"30357",3441
2018-07-16,call+center,"56725",10
2018-07-16,call+center,"98191",3297
2018-07-16,call+center,"20718",4484
2018-07-16,call+center,"64168",2082
2018-07-16,call+center,"49626",27
2018-07-16,call+center,"74840",28
2018-07-16,call+center,"59222",3
2018-07-16,call+center,"24412",22
2018-07-16,call+center,"80960",671
2018-07-16,call+center,"94239",1099
2018-07-16,call+center,"72443",24
2018-07-16,call+center,"22015",3905
2018-07-16,call+center,"97834",10
2018-07-16,call+center,"07739",1995
2018-07-16,call+center,"59489",2
2018-07-16,call+center,"95437",7
2018-07-16,call+center,"33950",464
2018-07-16,call+center,"21916",700
2018-07-16,call+center,"19733",704
2018-07-16,call+center,"25611",66
2018-07-16,call+center,"73641",16
2018-07-16,call+center,"56726",3
2018-07-16,call+center,"32759",144
2018-07-16,call+center,"14839",19
2018-07-16,call+center,"20717",4638
2018-07-16,call+center,"49627",35
2018-07-16,call+center,"17337",531
2018-07-16,call+center,"59221",4
2018-07-16,call+center,"67764",1
2018-07-16,call+center,"33951",427
2018-07-16,call+center,"24413",11
2018-07-16,call+center,"72444",14
2018-07-16,call+center,"97833",6
2018-07-16,call+center,"71243",9
2018-07-16,call+center,"21915",630
2018-07-16,call+center,"19732",2734
2018-07-16,call+center,"73642",1
2018-07-16,call+center,"25876",65
2018-07-16,call+center,"68961",2
2018-07-16,call+center,"64167",1211
2018-07-16,call+center,"56727",12
2018-07-16,call+center,"49628",18
2018-07-16,call+center,"94237",1105
2018-07-16,call+center,"17334",301
2018-07-16,call+center,"67761",14
2018-07-16,call+center,"72441",25
2018-07-16,call+center,"33952",199
2018-07-16,call+center,"65102",126
2018-07-16,call+center,"21918",360
2018-07-16,call+center,"89557",600
2018-07-16,call+center,"95435",35
2018-07-16,call+center,"98194",3475
2018-07-16,call+center,"16136",444
2018-07-16,call+center,"59487",39
2018-07-16,call+center,"19731",699
2018-07-16,call+center,"25875",67
2018-07-16,call+center,"68960",3
2018-07-16,call+center,"56728",2
2018-07-16,call+center,"32757",2059
2018-07-16,call+center,"49629",164
2018-07-16,call+center,"23479",1221
2018-07-16,call+center,"70047",667
2018-07-16,call+center,"17335",301
2018-07-16,call+center,"20719",4388
2018-07-16,call+center,"67762",5
2018-07-16,call+center,"33953",170
2018-07-16,call+center,"24411",88
2018-07-16,call+center,"59223",3
2018-07-16,call+center,"72442",41
2018-07-16,call+center,"65101",101
2018-07-16,call+center,"31558",97
2018-07-16,call+center,"56729",2
2018-07-16,call+center,"98195",3373
2018-07-16,call+center,"95436",319
2018-07-16,call+center,"71245",34
2018-07-16,call+center,"16137",148
2018-07-16,call+center,"19730",650
2018-07-16,call+center,"21917",456
2018-07-16,call+center,"32756",1937
2018-07-16,call+center,"28107",1603
2018-07-16,call+center,"83202",66
2018-07-16,call+center,"58004",219
2018-07-16,call+center,"83468",5
2018-07-16,call+center,"65350",13
2018-07-16,call+center,"37656",201
2018-07-16,call+center,"41141",73
2018-07-16,call+center,"35259",626
2018-07-16,call+center,"61656",184
2018-07-16,call+center,"11220",6973
2018-07-16,call+center,"59469",33
2018-07-16,call+center,"82003",85
2018-07-16,call+center,"29306",388
2018-07-16,call+center,"64152",1871
2018-07-16,call+center,"38855",61
2018-07-16,call+center,"36458",9
2018-07-16,call+center,"62854",21
2018-07-16,call+center,"60457",5185
2018-07-16,call+center,"10022",7197
2018-07-16,call+center,"80705",22
2018-07-16,call+center,"83469",5
2018-07-16,call+center,"58269",1
2018-07-16,call+center,"83203",64
2018-07-16,call+center,"28108",1406
2018-07-16,call+center,"59201",3
2018-07-16,call+center,"41142",43
2018-07-16,call+center,"84667",5
2018-07-16,call+center,"26808",164
2018-07-16,call+center,"29305",427
2018-07-16,call+center,"84401",443
2018-07-16,call+center,"82002",85
2018-07-16,call+center,"10021",7179
2018-07-16,call+center,"64151",2012
2018-07-16,call+center,"12420",282
2018-07-16,call+center,"38856",52
2018-07-16,call+center,"62855",35
2018-07-16,call+center,"36457",9
2018-07-16,call+center,"66550",2
2018-07-16,call+center,"60456",4923
2018-07-16,call+center,"83204",66
2018-07-16,call+center,"58006",144
2018-07-16,call+center,"28109",308
2018-07-16,call+center,"43540",512
2018-07-16,call+center,"81069",27
2018-07-16,call+center,"41143",121
2018-07-16,call+center,"85601",1
2018-07-16,call+center,"26807",8
2018-07-16,call+center,"84402",427
2018-07-16,call+center,"59467",2
2018-07-16,call+center,"62856",46
2018-07-16,call+center,"37658",142
2018-07-16,call+center,"82001",85
2018-07-16,call+center,"12421",8
2018-07-16,call+center,"10020",7199
2018-07-16,call+center,"60455",5108
2018-07-16,call+center,"10286",7037
2018-07-16,call+center,"64154",1699
2018-07-16,call+center,"83205",66
2018-07-16,call+center,"58005",242
2018-07-16,call+center,"25608",64
2018-07-16,call+center,"65351",38
2018-07-16,call+center,"41144",230
2018-07-16,call+center,"13620",42
2018-07-16,call+center,"37657",105
2018-07-16,call+center,"05359",56
2018-07-16,call+center,"29307",255
2018-07-16,call+center,"84403",443
2018-07-16,call+center,"59468",39
2018-07-16,call+center,"62857",34
2018-07-16,call+center,"10285",7028
2018-07-16,call+center,"12422",87
2018-07-16,call+center,"60454",4956
2018-07-16,call+center,"64153",1712
2018-07-16,call+center,"25607",64
2018-07-16,call+center,"81067",11
2018-07-16,call+center,"42344",32
2018-07-16,call+center,"43542",510
2018-07-16,call+center,"13621",35
2018-07-16,call+center,"07755",1099
2018-07-16,call+center,"35255",634
2018-07-16,call+center,"61652",184
2018-07-16,call+center,"17582",822
2018-07-16,call+center,"83206",66
2018-07-16,call+center,"85603",69
2018-07-16,call+center,"84404",398
2018-07-16,call+center,"78538",302
2018-07-16,call+center,"36454",22
2018-07-16,call+center,"14820",46
2018-07-16,call+center,"62850",35
2018-07-16,call+center,"12423",96
2018-07-16,call+center,"58008",10
2018-07-16,call+center,"38851",11
2018-07-16,call+center,"58007",3
2018-07-16,call+center,"25606",65
2018-07-16,call+center,"12424",117
2018-07-16,call+center,"80701",22
2018-07-16,call+center,"43541",295
2018-07-16,call+center,"13622",43
2018-07-16,call+center,"17583",525
2018-07-16,call+center,"07756",806
2018-07-16,call+center,"85602",18
2018-07-16,call+center,"61653",184
2018-07-16,call+center,"26804",12
2018-07-16,call+center,"78539",249
2018-07-16,call+center,"41146",118
2018-07-16,call+center,"42343",57
2018-07-16,call+center,"62851",38
2018-07-16,call+center,"36453",23
2018-07-16,call+center,"38852",20
2018-07-16,call+center,"84405",454
2018-07-16,call+center,"53129",1634
2018-07-16,call+center,"85605",4
2018-07-16,call+center,"79739",2
2018-07-16,call+center,"14822",25
2018-07-16,call+center,"17580",746
2018-07-16,call+center,"07757",1703
2018-07-16,call+center,"61654",184
2018-07-16,call+center,"60459",5132
2018-07-16,call+center,"13623",19
2018-07-16,call+center,"70040",623
2018-07-16,call+center,"10282",6956
2018-07-16,call+center,"64150",2082
2018-07-16,call+center,"36456",21
2018-07-16,call+center,"62852",24
2018-07-16,call+center,"79738",3
2018-07-16,call+center,"53128",503
2018-07-16,call+center,"81064",2
2018-07-16,call+center,"42345",34
2018-07-16,call+center,"07758",5380
2018-07-16,call+center,"61655",184
2018-07-16,call+center,"17581",863
2018-07-16,call+center,"83209",66
2018-07-16,call+center,"60458",5418
2018-07-16,call+center,"10281",6953
2018-07-16,call+center,"13624",42
2018-07-16,call+center,"26802",76
2018-07-16,call+center,"14821",99
2018-07-16,call+center,"43543",92
2018-07-16,call+center,"38850",11
2018-07-16,call+center,"84407",424
2018-07-16,call+center,"58009",4
2018-07-16,call+center,"62853",42
2018-07-16,call+center,"36455",33
2018-07-16,call+center,"91755",5371
2018-07-16,call+center,"79999",401
2018-07-16,call+center,"42348",67
2018-07-16,call+center,"77336",2338
2018-07-16,call+center,"79733",13
2018-07-16,call+center,"07751",2177
2018-07-16,call+center,"53127",1539
2018-07-16,call+center,"05354",115
2018-07-16,call+center,"28365",93
2018-07-16,call+center,"76137",2807
2018-07-16,call+center,"41149",63
2018-07-16,call+center,"21071",2096
2018-07-16,call+center,"11228",6941
2018-07-16,call+center,"29564",29
2018-07-16,call+center,"83460",47
2018-07-16,call+center,"02858",1465
2018-07-16,call+center,"99148",18
2018-07-16,call+center,"10029",7214
2018-07-16,call+center,"77337",1138
2018-07-16,call+center,"91754",5318
2018-07-16,call+center,"79998",401
2018-07-16,call+center,"42347",69
2018-07-16,call+center,"28366",193
2018-07-16,call+center,"74839",10
2018-07-16,call+center,"05353",88
2018-07-16,call+center,"53126",1547
2018-07-16,call+center,"07752",4312
2018-07-16,call+center,"95450",61
2018-07-16,call+center,"76136",1570
2018-07-16,call+center,"78535",116
2018-07-16,call+center,"47240",99
2018-07-16,call+center,"54324",543
2018-07-16,call+center,"43545",108
2018-07-16,call+center,"29563",64
2018-07-16,call+center,"99149",4
2018-07-16,call+center,"94252",1106
2018-07-16,call+center,"02859",1315
2018-07-16,call+center,"50629",98
2018-07-16,call+center,"10028",7214
2018-07-16,call+center,"77338",3213
2018-07-16,call+center,"53125",298
2018-07-16,call+center,"83462",5
2018-07-16,call+center,"46040",1623
2018-07-16,call+center,"28367",83
2018-07-16,call+center,"05352",78
2018-07-16,call+center,"79735",8
2018-07-16,call+center,"84660",532
2018-07-16,call+center,"28101",1622
2018-07-16,call+center,"07753",909
2018-07-16,call+center,"61650",182
2018-07-16,call+center,"76135",1709
2018-07-16,call+center,"78536",4
2018-07-16,call+center,"73639",9
2018-07-16,call+center,"29566",217
2018-07-16,call+center,"11226",6858
2018-07-16,call+center,"49640",143
2018-07-16,call+center,"43548",45
2018-07-16,call+center,"82009",85
2018-07-16,call+center,"19718",882
2018-07-16,call+center,"91756",5306
2018-07-16,call+center,"74837",14
2018-07-16,call+center,"10027",7222
2018-07-16,call+center,"42349",18
2018-07-16,call+center,"83463",5
2018-07-16,call+center,"05351",112
2018-07-16,call+center,"79734",2
2018-07-16,call+center,"28102",37
2018-07-16,call+center,"77339",2792
2018-07-16,call+center,"46041",198
2018-07-16,call+center,"28368",331
2018-07-16,call+center,"07754",821
2018-07-16,call+center,"61651",184
2018-07-16,call+center,"76134",1947
2018-07-16,call+center,"78537",298
2018-07-16,call+center,"11225",6853
2018-07-16,call+center,"29565",70
2018-07-16,call+center,"02857",923
2018-07-16,call+center,"43547",515
2018-07-16,call+center,"82008",85
2018-07-16,call+center,"94250",1109
2018-07-16,call+center,"10026",7224
2018-07-16,call+center,"28103",171
2018-07-16,call+center,"50627",23
2018-07-16,call+center,"83464",6
2018-07-16,call+center,"38859",26
2018-07-16,call+center,"28369",79
2018-07-16,call+center,"11224",6643
2018-07-16,call+center,"05358",93
2018-07-16,call+center,"29568",220
2018-07-16,call+center,"84662",5
2018-07-16,call+center,"29302",282
2018-07-16,call+center,"47245",105
2018-07-16,call+center,"60453",4925
2018-07-16,call+center,"82007",85
2018-07-16,call+center,"79995",401
2018-07-16,call+center,"77598",2686
2018-07-16,call+center,"77332",17
2018-07-16,call+center,"50628",19
2018-07-16,call+center,"83465",5
2018-07-16,call+center,"28104",1631
2018-07-16,call+center,"11223",6674
2018-07-16,call+center,"05357",108
2018-07-16,call+center,"48442",892
2018-07-16,call+center,"46047",444
2018-07-16,call+center,"91750",2572
2018-07-16,call+center,"82006",85
2018-07-16,call+center,"84663",539
2018-07-16,call+center,"37659",179
2018-07-16,call+center,"29301",596
2018-07-16,call+center,"29567",59
2018-07-16,call+center,"47244",156
2018-07-16,call+center,"53122",1645
2018-07-16,call+center,"60452",4178
2018-07-16,call+center,"10025",7232
2018-07-16,call+center,"77333",335
2018-07-16,call+center,"43549",61
2018-07-16,call+center,"83466",5
2018-07-16,call+center,"79997",401
2018-07-16,call+center,"50625",10
2018-07-16,call+center,"38857",63
2018-07-16,call+center,"28105",1612
2018-07-16,call+center,"11222",7073
2018-07-16,call+center,"46044",465
2018-07-16,call+center,"05356",59
