Job Title, Zip Code, Number of Jobs
2018-07-16,manufacturing,"38824",160
2018-07-16,manufacturing,"07760",2734
2018-07-16,manufacturing,"50858",17
2018-07-16,manufacturing,"46011",608
2018-07-16,manufacturing,"54550",13
2018-07-16,manufacturing,"13650",32
2018-07-16,manufacturing,"44714",1284
2018-07-16,manufacturing,"52155",17
2018-07-16,manufacturing,"78785",2304
2018-07-16,manufacturing,"91762",5173
2018-07-16,manufacturing,"39189",35
2018-07-16,manufacturing,"43779",76
2018-07-16,manufacturing,"35228",765
2018-07-16,manufacturing,"60440",6941
2018-07-16,manufacturing,"36425",6
2018-07-16,manufacturing,"12452",36
2018-07-16,manufacturing,"77587",4461
2018-07-16,manufacturing,"77588",4053
2018-07-16,manufacturing,"69039",2
2018-07-16,manufacturing,"91765",8463
2018-07-16,manufacturing,"83212",53
2018-07-16,manufacturing,"44711",1292
2018-07-16,manufacturing,"20740",2744
2018-07-16,manufacturing,"13651",34
2018-07-16,manufacturing,"78520",119
2018-07-16,manufacturing,"03805",700
2018-07-16,manufacturing,"93062",1759
2018-07-16,manufacturing,"35229",814
2018-07-16,manufacturing,"76127",2825
2018-07-16,manufacturing,"46275",2482
2018-07-16,manufacturing,"38821",88
2018-07-16,manufacturing,"12453",136
2018-07-16,manufacturing,"14850",140
2018-07-16,manufacturing,"43516",397
2018-07-16,manufacturing,"69038",12
2018-07-16,manufacturing,"83213",7
2018-07-16,manufacturing,"36427",25
2018-07-16,manufacturing,"91764",4576
2018-07-16,manufacturing,"07762",522
2018-07-16,manufacturing,"74829",23
2018-07-16,manufacturing,"48670",241
2018-07-16,manufacturing,"05101",235
2018-07-16,manufacturing,"13652",18
2018-07-16,manufacturing,"78521",119
2018-07-16,manufacturing,"03804",773
2018-07-16,manufacturing,"68939",2
2018-07-16,manufacturing,"93061",916
2018-07-16,manufacturing,"76126",1675
2018-07-16,manufacturing,"90301",6659
2018-07-16,manufacturing,"37625",258
2018-07-16,manufacturing,"46274",2425
2018-07-16,manufacturing,"12454",116
2018-07-16,manufacturing,"43515",752
2018-07-16,manufacturing,"20738",2761
2018-07-16,manufacturing,"99152",1
2018-07-16,manufacturing,"75185",4279
2018-07-16,manufacturing,"02862",1794
2018-07-16,manufacturing,"94259",1143
2018-07-16,manufacturing,"24432",97
2018-07-16,manufacturing,"50853",11
2018-07-16,manufacturing,"78780",2240
2018-07-16,manufacturing,"44705",1236
2018-07-16,manufacturing,"74820",20
2018-07-16,manufacturing,"28393",58
2018-07-16,manufacturing,"22035",2339
2018-07-16,manufacturing,"95457",27
2018-07-16,manufacturing,"31791",111
2018-07-16,manufacturing,"47201",541
2018-07-16,manufacturing,"77582",59
2018-07-16,manufacturing,"47467",236
2018-07-16,manufacturing,"49864",21
2018-07-16,manufacturing,"23234",1089
2018-07-16,manufacturing,"43506",266
2018-07-16,manufacturing,"29592",153
2018-07-16,manufacturing,"44706",1130
2018-07-16,manufacturing,"68949",90
2018-07-16,manufacturing,"20737",2715
2018-07-16,manufacturing,"02863",1850
2018-07-16,manufacturing,"99153",1
2018-07-16,manufacturing,"52151",44
2018-07-16,manufacturing,"78781",2147
2018-07-16,manufacturing,"24433",3
2018-07-16,manufacturing,"50854",13
2018-07-16,manufacturing,"72424",47
2018-07-16,manufacturing,"22034",2513
2018-07-16,manufacturing,"28394",304
2018-07-16,manufacturing,"95458",34
2018-07-16,manufacturing,"46268",2452
2018-07-16,manufacturing,"31790",63
2018-07-16,manufacturing,"71223",31
2018-07-16,manufacturing,"77583",3313
2018-07-16,manufacturing,"73622",25
2018-07-16,manufacturing,"29591",121
2018-07-16,manufacturing,"33090",175
2018-07-16,manufacturing,"23235",1069
2018-07-16,manufacturing,"25630",12
2018-07-16,manufacturing,"43505",321
2018-07-16,manufacturing,"49865",23
2018-07-16,manufacturing,"68948",5
2018-07-16,manufacturing,"45068",1822
2018-07-16,manufacturing,"72687",55
2018-07-16,manufacturing,"02860",1772
2018-07-16,manufacturing,"99154",7
2018-07-16,manufacturing,"94257",1154
2018-07-16,manufacturing,"50851",13
2018-07-16,manufacturing,"28395",216
2018-07-16,manufacturing,"72421",96
2018-07-16,manufacturing,"48663",265
2018-07-16,manufacturing,"44703",1230
2018-07-16,manufacturing,"22037",2479
2018-07-16,manufacturing,"24430",156
2018-07-16,manufacturing,"71226",67
2018-07-16,manufacturing,"67749",15
2018-07-16,manufacturing,"89319",1
2018-07-16,manufacturing,"23232",1067
2018-07-16,manufacturing,"29594",76
2018-07-16,manufacturing,"55760",10
2018-07-16,manufacturing,"47465",40
2018-07-16,manufacturing,"49866",22
2018-07-16,manufacturing,"77584",4067
2018-07-16,manufacturing,"99155",4
2018-07-16,manufacturing,"45069",3044
2018-07-16,manufacturing,"68947",20
2018-07-16,manufacturing,"02861",1820
2018-07-16,manufacturing,"69046",7
2018-07-16,manufacturing,"94258",1154
2018-07-16,manufacturing,"75182",3737
2018-07-16,manufacturing,"76380",1
2018-07-16,manufacturing,"48662",239
2018-07-16,manufacturing,"28396",118
2018-07-16,manufacturing,"46001",281
2018-07-16,manufacturing,"72422",72
2018-07-16,manufacturing,"22036",2513
2018-07-16,manufacturing,"78783",2240
2018-07-16,manufacturing,"28130",2318
2018-07-16,manufacturing,"44704",1127
2018-07-16,manufacturing,"24431",402
2018-07-16,manufacturing,"95456",3
2018-07-16,manufacturing,"71225",72
2018-07-16,manufacturing,"34290",120
2018-07-16,manufacturing,"46266",2483
2018-07-16,manufacturing,"79980",290
2018-07-16,manufacturing,"73620",21
2018-07-16,manufacturing,"47464",257
2018-07-16,manufacturing,"33092",845
2018-07-16,manufacturing,"77585",13
2018-07-16,manufacturing,"27198",1117
2018-07-16,manufacturing,"49601",59
2018-07-16,manufacturing,"29593",191
2018-07-16,manufacturing,"23233",934
2018-07-16,manufacturing,"99156",13
2018-07-16,manufacturing,"75189",1098
2018-07-16,manufacturing,"66549",83
2018-07-16,manufacturing,"72427",91
2018-07-16,manufacturing,"44709",1306
2018-07-16,manufacturing,"68946",8
2018-07-16,manufacturing,"74824",36
2018-07-16,manufacturing,"05362",234
2018-07-16,manufacturing,"69045",2
2018-07-16,manufacturing,"91759",3022
2018-07-16,manufacturing,"30330",4012
2018-07-16,manufacturing,"31795",69
2018-07-16,manufacturing,"22031",2515
2018-07-16,manufacturing,"76121",2453
2018-07-16,manufacturing,"67747",3
2018-07-16,manufacturing,"73625",10
2018-07-16,manufacturing,"95453",39
2018-07-16,manufacturing,"97850",7
2018-07-16,manufacturing,"23230",1018
2018-07-16,manufacturing,"29330",870
2018-07-16,manufacturing,"29596",72
2018-07-16,manufacturing,"27199",869
2018-07-16,manufacturing,"94256",1160
2018-07-16,manufacturing,"72428",61
2018-07-16,manufacturing,"99157",8
2018-07-16,manufacturing,"05361",215
2018-07-16,manufacturing,"69044",12
2018-07-16,manufacturing,"68945",152
2018-07-16,manufacturing,"91758",4761
2018-07-16,manufacturing,"30331",3796
2018-07-16,manufacturing,"76120",5848
2018-07-16,manufacturing,"22030",2360
2018-07-16,manufacturing,"28398",61
2018-07-16,manufacturing,"20733",407
2018-07-16,manufacturing,"67748",3
2018-07-16,manufacturing,"73626",17
2018-07-16,manufacturing,"95454",5
2018-07-16,manufacturing,"30597",341
2018-07-16,manufacturing,"31794",61
2018-07-16,manufacturing,"65349",26
2018-07-16,manufacturing,"02601",105
2018-07-16,manufacturing,"55763",12
2018-07-16,manufacturing,"23231",1091
2018-07-16,manufacturing,"49861",10
2018-07-16,manufacturing,"71227",73
2018-07-16,manufacturing,"44707",1076
2018-07-16,manufacturing,"38829",114
2018-07-16,manufacturing,"99158",1
2018-07-16,manufacturing,"75187",4269
2018-07-16,manufacturing,"05360",176
2018-07-16,manufacturing,"68944",142
2018-07-16,manufacturing,"28399",189
2018-07-16,manufacturing,"55764",31
2018-07-16,manufacturing,"02864",1866
2018-07-16,manufacturing,"66547",82
2018-07-16,manufacturing,"22033",2296
2018-07-16,manufacturing,"58260",2
2018-07-16,manufacturing,"69043",14
2018-07-16,manufacturing,"95451",23
2018-07-16,manufacturing,"28133",203
2018-07-16,manufacturing,"76385",1
2018-07-16,manufacturing,"20736",451
2018-07-16,manufacturing,"48401",47
2018-07-16,manufacturing,"72425",110
2018-07-16,manufacturing,"48667",253
2018-07-16,manufacturing,"29598",134
2018-07-16,manufacturing,"31793",61
2018-07-16,manufacturing,"67745",3
2018-07-16,manufacturing,"57062",2
2018-07-16,manufacturing,"49862",5
2018-07-16,manufacturing,"29332",243
2018-07-16,manufacturing,"77580",657
2018-07-16,manufacturing,"47203",576
2018-07-16,manufacturing,"47469",67
2018-07-16,manufacturing,"66548",7
2018-07-16,manufacturing,"72426",42
2018-07-16,manufacturing,"94254",1154
2018-07-16,manufacturing,"44708",1272
2018-07-16,manufacturing,"55765",14
2018-07-16,manufacturing,"68943",5
2018-07-16,manufacturing,"22032",2372
2018-07-16,manufacturing,"69042",8
2018-07-16,manufacturing,"28134",2125
2018-07-16,manufacturing,"76384",1
2018-07-16,manufacturing,"20735",1764
2018-07-16,manufacturing,"74821",20
2018-07-16,manufacturing,"95452",550
2018-07-16,manufacturing,"31792",35
2018-07-16,manufacturing,"02865",1860
2018-07-16,manufacturing,"77581",4123
2018-07-16,manufacturing,"57061",107
2018-07-16,manufacturing,"49863",13
2018-07-16,manufacturing,"29597",133
2018-07-16,manufacturing,"29331",744
2018-07-16,manufacturing,"99159",1
2018-07-16,manufacturing,"71229",59
2018-07-16,manufacturing,"47202",560
2018-07-16,manufacturing,"73624",14
2018-07-16,manufacturing,"47468",418
2018-07-16,manufacturing,"64148",2155
2018-07-16,manufacturing,"88115",8
2018-07-16,manufacturing,"25639",22
2018-07-16,manufacturing,"81087",3
2018-07-16,manufacturing,"55766",12
2018-07-16,manufacturing,"80722",4
2018-07-16,manufacturing,"85619",504
2018-07-16,manufacturing,"37890",146
2018-07-16,manufacturing,"17356",1269
2018-07-16,manufacturing,"68942",4
2018-07-16,manufacturing,"58262",5
2018-07-16,manufacturing,"69041",2
2018-07-16,manufacturing,"33930",235
2018-07-16,manufacturing,"31533",32
2018-07-16,manufacturing,"31799",35
2018-07-16,manufacturing,"67743",3
2018-07-16,manufacturing,"33097",1221
2018-07-16,manufacturing,"34295",97
2018-07-16,manufacturing,"59461",3
2018-07-16,manufacturing,"57064",287
2018-07-16,manufacturing,"30334",4318
2018-07-16,manufacturing,"88116",8
2018-07-16,manufacturing,"14859",296
2018-07-16,manufacturing,"64147",2181
2018-07-16,manufacturing,"85618",1
2018-07-16,manufacturing,"55767",5
2018-07-16,manufacturing,"25638",22
2018-07-16,manufacturing,"66546",191
2018-07-16,manufacturing,"80721",1
2018-07-16,manufacturing,"72682",32
2018-07-16,manufacturing,"69040",12
2018-07-16,manufacturing,"31532",34
2018-07-16,manufacturing,"33931",425
2018-07-16,manufacturing,"58261",5
2018-07-16,manufacturing,"31798",34
2018-07-16,manufacturing,"65345",44
2018-07-16,manufacturing,"26836",9
2018-07-16,manufacturing,"67744",15
2018-07-16,manufacturing,"36691",281
2018-07-16,manufacturing,"16159",491
2018-07-16,manufacturing,"56965",2662
2018-07-16,manufacturing,"59462",1
2018-07-16,manufacturing,"68941",68
2018-07-16,manufacturing,"32730",1467
2018-07-16,manufacturing,"57063",41
2018-07-16,manufacturing,"55768",34
2018-07-16,manufacturing,"80720",17
2018-07-16,manufacturing,"25637",22
2018-07-16,manufacturing,"17354",890
2018-07-16,manufacturing,"33932",425
2018-07-16,manufacturing,"37892",23
2018-07-16,manufacturing,"67741",1
2018-07-16,manufacturing,"89311",1
2018-07-16,manufacturing,"65348",43
2018-07-16,manufacturing,"57066",34
2018-07-16,manufacturing,"10060",5645
2018-07-16,manufacturing,"30598",146
2018-07-16,manufacturing,"16156",434
2018-07-16,manufacturing,"24438",75
2018-07-16,manufacturing,"68940",97
2018-07-16,manufacturing,"30332",4389
2018-07-16,manufacturing,"66543",45
2018-07-16,manufacturing,"88113",22
2018-07-16,manufacturing,"64149",2072
2018-07-16,manufacturing,"55769",31
2018-07-16,manufacturing,"37891",123
2018-07-16,manufacturing,"66544",8
2018-07-16,manufacturing,"17355",1059
2018-07-16,manufacturing,"31796",106
2018-07-16,manufacturing,"65347",57
2018-07-16,manufacturing,"30599",490
2018-07-16,manufacturing,"57065",272
2018-07-16,manufacturing,"71483",10
2018-07-16,manufacturing,"16157",736
2018-07-16,manufacturing,"24439",80
2018-07-16,manufacturing,"72680",2
2018-07-16,manufacturing,"30333",4698
2018-07-16,manufacturing,"56701",14
2018-07-16,manufacturing,"59460",10
2018-07-16,manufacturing,"36693",266
2018-07-16,manufacturing,"81084",5
2018-07-16,manufacturing,"88114",32
2018-07-16,manufacturing,"97859",35
2018-07-16,manufacturing,"49868",1
2018-07-16,manufacturing,"23238",920
2018-07-16,manufacturing,"58266",1
2018-07-16,manufacturing,"72685",29
2018-07-16,manufacturing,"25635",13
2018-07-16,manufacturing,"75181",3243
2018-07-16,manufacturing,"26833",12
2018-07-16,manufacturing,"31537",12
2018-07-16,manufacturing,"89317",1
2018-07-16,manufacturing,"62846",38
2018-07-16,manufacturing,"22039",2185
2018-07-16,manufacturing,"34291",260
2018-07-16,manufacturing,"59465",34
2018-07-16,manufacturing,"71486",15
2018-07-16,manufacturing,"57068",293
2018-07-16,manufacturing,"71220",91
2018-07-16,manufacturing,"66541",3
2018-07-16,manufacturing,"33093",1238
2018-07-16,manufacturing,"64144",2157
2018-07-16,manufacturing,"30338",4755
2018-07-16,manufacturing,"32735",265
2018-07-16,manufacturing,"72686",1
2018-07-16,manufacturing,"35490",450
2018-07-16,manufacturing,"58265",6
2018-07-16,manufacturing,"67740",9
2018-07-16,manufacturing,"75180",4173
2018-07-16,manufacturing,"97857",2
2018-07-16,manufacturing,"22038",2321
2018-07-16,manufacturing,"59466",2
2018-07-16,manufacturing,"71485",48
2018-07-16,manufacturing,"89318",1
2018-07-16,manufacturing,"34292",302
2018-07-16,manufacturing,"24437",286
2018-07-16,manufacturing,"57067",41
2018-07-16,manufacturing,"25634",12
2018-07-16,manufacturing,"66542",233
2018-07-16,manufacturing,"40170",52
2018-07-16,manufacturing,"81082",6
2018-07-16,manufacturing,"30339",4332
2018-07-16,manufacturing,"64146",2259
2018-07-16,manufacturing,"17358",1583
2018-07-16,manufacturing,"35491",4
2018-07-16,manufacturing,"58002",44
2018-07-16,manufacturing,"72683",27
2018-07-16,manufacturing,"99150",6
2018-07-16,manufacturing,"65344",23
2018-07-16,manufacturing,"28391",234
2018-07-16,manufacturing,"31535",32
2018-07-16,manufacturing,"89315",1
2018-07-16,manufacturing,"97856",4
2018-07-16,manufacturing,"62848",84
2018-07-16,manufacturing,"95459",29
2018-07-16,manufacturing,"28390",331
2018-07-16,manufacturing,"71222",19
2018-07-16,manufacturing,"34293",292
2018-07-16,manufacturing,"59463",4
2018-07-16,manufacturing,"81081",6
2018-07-16,manufacturing,"32733",1443
2018-07-16,manufacturing,"23236",1069
2018-07-16,manufacturing,"30336",3829
2018-07-16,manufacturing,"29590",25
2018-07-16,manufacturing,"40171",60
2018-07-16,manufacturing,"88118",8
2018-07-16,manufacturing,"23237",1090
2018-07-16,manufacturing,"58267",16
2018-07-16,manufacturing,"99151",8
2018-07-16,manufacturing,"58001",33
2018-07-16,manufacturing,"31534",32
2018-07-16,manufacturing,"24435",130
2018-07-16,manufacturing,"28392",186
2018-07-16,manufacturing,"57069",49
2018-07-16,manufacturing,"71221",58
2018-07-16,manufacturing,"59464",1
2018-07-16,manufacturing,"62849",69
2018-07-16,manufacturing,"25632",22
2018-07-16,manufacturing,"66540",19
2018-07-16,manufacturing,"32732",1188
2018-07-16,manufacturing,"64145",2259
2018-07-16,manufacturing,"30337",3374
2018-07-16,manufacturing,"83226",3
2018-07-16,manufacturing,"33938",104
2018-07-16,manufacturing,"13641",34
2018-07-16,manufacturing,"63195",2410
2018-07-16,manufacturing,"43780",66
2018-07-16,manufacturing,"85623",39
2018-07-16,manufacturing,"91771",8105
2018-07-16,manufacturing,"35235",710
2018-07-16,manufacturing,"57048",106
2018-07-16,manufacturing,"87187",412
2018-07-16,manufacturing,"32739",614
2018-07-16,manufacturing,"12443",168
2018-07-16,manufacturing,"14840",148
2018-07-16,manufacturing,"60433",2727
2018-07-16,manufacturing,"60699",6404
2018-07-16,manufacturing,"62830",68
2018-07-16,manufacturing,"11243",5122
2018-07-16,manufacturing,"91770",8106
2018-07-16,manufacturing,"13642",11
2018-07-16,manufacturing,"65591",35
2018-07-16,manufacturing,"85622",87
2018-07-16,manufacturing,"35236",831
2018-07-16,manufacturing,"61633",378
2018-07-16,manufacturing,"29329",888
2018-07-16,manufacturing,"57047",84
2018-07-16,manufacturing,"54308",712
2018-07-16,manufacturing,"59446",28
2018-07-16,manufacturing,"32738",597
2018-07-16,manufacturing,"88120",18
2018-07-16,manufacturing,"12444",48
2018-07-16,manufacturing,"60432",2873
2018-07-16,manufacturing,"10045",5602
2018-07-16,manufacturing,"62831",79
2018-07-16,manufacturing,"31539",13
2018-07-16,manufacturing,"53109",2273
2018-07-16,manufacturing,"13643",45
2018-07-16,manufacturing,"43782",123
2018-07-16,manufacturing,"41385",2
2018-07-16,manufacturing,"39194",6
2018-07-16,manufacturing,"79719",29
2018-07-16,manufacturing,"91773",6722
2018-07-16,manufacturing,"35237",775
2018-07-16,manufacturing,"61634",378
2018-07-16,manufacturing,"63197",2268
2018-07-16,manufacturing,"83228",15
2018-07-16,manufacturing,"11242",5213
2018-07-16,manufacturing,"85625",2
2018-07-16,manufacturing,"54307",970
2018-07-16,manufacturing,"87185",415
2018-07-16,manufacturing,"76119",3769
2018-07-16,manufacturing,"59443",26
2018-07-16,manufacturing,"14842",88
2018-07-16,manufacturing,"64130",2143
2018-07-16,manufacturing,"60431",2528
2018-07-16,manufacturing,"36436",32
2018-07-16,manufacturing,"60697",5765
2018-07-16,manufacturing,"62832",81
2018-07-16,manufacturing,"10044",5414
2018-07-16,manufacturing,"80729",1
2018-07-16,manufacturing,"80727",2
2018-07-16,manufacturing,"61635",378
2018-07-16,manufacturing,"79718",5
2018-07-16,manufacturing,"53108",3668
2018-07-16,manufacturing,"12446",267
2018-07-16,manufacturing,"41386",10
2018-07-16,manufacturing,"11241",5323
2018-07-16,manufacturing,"85624",11
2018-07-16,manufacturing,"91772",8106
2018-07-16,manufacturing,"83229",3
2018-07-16,manufacturing,"35238",776
2018-07-16,manufacturing,"57049",207
2018-07-16,manufacturing,"54306",728
2018-07-16,manufacturing,"59444",2
2018-07-16,manufacturing,"76118",5734
2018-07-16,manufacturing,"10043",5558
2018-07-16,manufacturing,"14841",142
2018-07-16,manufacturing,"60430",4041
2018-07-16,manufacturing,"32736",576
2018-07-16,manufacturing,"60696",6139
2018-07-16,manufacturing,"62833",7
2018-07-16,manufacturing,"36435",4
2018-07-16,manufacturing,"80728",4
2018-07-16,manufacturing,"80726",9
2018-07-16,manufacturing,"85627",22
2018-07-16,manufacturing,"77316",702
2018-07-16,manufacturing,"79713",8
2018-07-16,manufacturing,"07513",5475
2018-07-16,manufacturing,"41121",107
2018-07-16,manufacturing,"17340",652
2018-07-16,manufacturing,"35231",778
2018-07-16,manufacturing,"60437",176
2018-07-16,manufacturing,"54305",970
2018-07-16,manufacturing,"39191",28
2018-07-16,manufacturing,"13645",13
2018-07-16,manufacturing,"42320",20
2018-07-16,manufacturing,"16142",494
2018-07-16,manufacturing,"88123",35
2018-07-16,manufacturing,"85626",4
2018-07-16,manufacturing,"79978",289
2018-07-16,manufacturing,"58249",2
2018-07-16,manufacturing,"79712",679
2018-07-16,manufacturing,"12448",107
2018-07-16,manufacturing,"35232",778
2018-07-16,manufacturing,"43783",300
2018-07-16,manufacturing,"39193",248
2018-07-16,manufacturing,"33935",39
2018-07-16,manufacturing,"07514",5436
2018-07-16,manufacturing,"60436",2194
2018-07-16,manufacturing,"39192",9
2018-07-16,manufacturing,"54304",970
2018-07-16,manufacturing,"13646",8
2018-07-16,manufacturing,"14843",40
2018-07-16,manufacturing,"16143",555
2018-07-16,manufacturing,"36695",269
2018-07-16,manufacturing,"10041",5654
2018-07-16,manufacturing,"46280",2468
2018-07-16,manufacturing,"88124",25
2018-07-16,manufacturing,"81089",5
2018-07-16,manufacturing,"50609",76
2018-07-16,manufacturing,"85629",480
2018-07-16,manufacturing,"14846",83
2018-07-16,manufacturing,"12449",171
2018-07-16,manufacturing,"53105",2387
2018-07-16,manufacturing,"42322",168
2018-07-16,manufacturing,"43520",248
2018-07-16,manufacturing,"77318",439
2018-07-16,manufacturing,"35233",776
2018-07-16,manufacturing,"61630",381
2018-07-16,manufacturing,"65590",28
2018-07-16,manufacturing,"71480",10
2018-07-16,manufacturing,"33936",367
2018-07-16,manufacturing,"59447",35
2018-07-16,manufacturing,"13647",20
2018-07-16,manufacturing,"54303",770
2018-07-16,manufacturing,"43786",81
2018-07-16,manufacturing,"78516",187
2018-07-16,manufacturing,"36432",26
2018-07-16,manufacturing,"10040",5309
2018-07-16,manufacturing,"88121",10
2018-07-16,manufacturing,"16140",564
2018-07-16,manufacturing,"60435",3120
2018-07-16,manufacturing,"25628",12
2018-07-16,manufacturing,"85628",10
2018-07-16,manufacturing,"80723",19
2018-07-16,manufacturing,"14845",259
2018-07-16,manufacturing,"79714",11
2018-07-16,manufacturing,"53104",2134
2018-07-16,manufacturing,"35234",777
2018-07-16,manufacturing,"59448",1
2018-07-16,manufacturing,"13648",10
2018-07-16,manufacturing,"54568",20
2018-07-16,manufacturing,"41124",8
2018-07-16,manufacturing,"39190",5
2018-07-16,manufacturing,"54302",725
2018-07-16,manufacturing,"42321",39
2018-07-16,manufacturing,"16141",727
2018-07-16,manufacturing,"88122",8
2018-07-16,manufacturing,"60434",2941
2018-07-16,manufacturing,"50607",54
2018-07-16,manufacturing,"77578",3786
2018-07-16,manufacturing,"38839",5
2018-07-16,manufacturing,"98807",50
2018-07-16,manufacturing,"72419",108
2018-07-16,manufacturing,"53103",4050
2018-07-16,manufacturing,"42324",32
2018-07-16,manufacturing,"60691",5701
2018-07-16,manufacturing,"44721",1329
2018-07-16,manufacturing,"97870",1
2018-07-16,manufacturing,"28123",2026
2018-07-16,manufacturing,"95473",458
2018-07-16,manufacturing,"03815",886
2018-07-16,manufacturing,"76113",3627
2018-07-16,manufacturing,"76379",61
2018-07-16,manufacturing,"43788",73
2018-07-16,manufacturing,"92711",6627
2018-07-16,manufacturing,"49880",21
2018-07-16,manufacturing,"29588",133
2018-07-16,manufacturing,"54301",927
2018-07-16,manufacturing,"46285",2474
2018-07-16,manufacturing,"43522",782
2018-07-16,manufacturing,"29322",1415
2018-07-16,manufacturing,"91778",7756
2018-07-16,manufacturing,"50608",44
2018-07-16,manufacturing,"53102",2150
2018-07-16,manufacturing,"28124",518
2018-07-16,manufacturing,"42323",29
2018-07-16,manufacturing,"60690",5855
2018-07-16,manufacturing,"03814",63
2018-07-16,manufacturing,"07510",5448
2018-07-16,manufacturing,"76112",5687
2018-07-16,manufacturing,"54566",10
2018-07-16,manufacturing,"43787",143
2018-07-16,manufacturing,"49881",35
2018-07-16,manufacturing,"29587",138
2018-07-16,manufacturing,"21094",1981
2018-07-16,manufacturing,"43521",234
2018-07-16,manufacturing,"29321",491
2018-07-16,manufacturing,"94010",4870
2018-07-16,manufacturing,"71219",1
2018-07-16,manufacturing,"72417",153
2018-07-16,manufacturing,"42326",22
2018-07-16,manufacturing,"79711",687
2018-07-16,manufacturing,"28125",821
2018-07-16,manufacturing,"50605",90
2018-07-16,manufacturing,"83220",12
2018-07-16,manufacturing,"03813",22
2018-07-16,manufacturing,"20732",239
2018-07-16,manufacturing,"95471",269
2018-07-16,manufacturing,"07511",5375
2018-07-16,manufacturing,"76111",3824
2018-07-16,manufacturing,"76377",56
2018-07-16,manufacturing,"78778",2275
2018-07-16,manufacturing,"52168",81
2018-07-16,manufacturing,"54565",12
2018-07-16,manufacturing,"29324",850
2018-07-16,manufacturing,"46283",2486
2018-07-16,manufacturing,"53101",1844
2018-07-16,manufacturing,"43524",427
2018-07-16,manufacturing,"94273",1156
2018-07-16,manufacturing,"21930",639
2018-07-16,manufacturing,"77315",4530
2018-07-16,manufacturing,"50606",50
2018-07-16,manufacturing,"79976",289
2018-07-16,manufacturing,"42325",39
2018-07-16,manufacturing,"38838",68
2018-07-16,manufacturing,"83221",105
2018-07-16,manufacturing,"28126",2198
2018-07-16,manufacturing,"07512",5381
2018-07-16,manufacturing,"44720",1391
2018-07-16,manufacturing,"20731",2607
2018-07-16,manufacturing,"95472",390
2018-07-16,manufacturing,"54564",50
2018-07-16,manufacturing,"03812",35
2018-07-16,manufacturing,"76110",3348
2018-07-16,manufacturing,"20997",2902
2018-07-16,manufacturing,"52169",29
2018-07-16,manufacturing,"78779",2305
2018-07-16,manufacturing,"41128",46
2018-07-16,manufacturing,"11249",5661
2018-07-16,manufacturing,"29323",842
2018-07-16,manufacturing,"92712",6466
2018-07-16,manufacturing,"29589",35
2018-07-16,manufacturing,"43523",405
2018-07-16,manufacturing,"46282",2485
2018-07-16,manufacturing,"79710",411
2018-07-16,manufacturing,"49883",7
2018-07-16,manufacturing,"94274",1156
2018-07-16,manufacturing,"42328",64
2018-07-16,manufacturing,"03819",2416
2018-07-16,manufacturing,"69029",6
2018-07-16,manufacturing,"91775",7685
2018-07-16,manufacturing,"50603",87
2018-07-16,manufacturing,"38835",113
2018-07-16,manufacturing,"28127",347
2018-07-16,manufacturing,"54563",14
2018-07-16,manufacturing,"52166",81
2018-07-16,manufacturing,"78772",2224
2018-07-16,manufacturing,"41129",114
2018-07-16,manufacturing,"76117",4420
2018-07-16,manufacturing,"60695",5869
2018-07-16,manufacturing,"77574",1232
2018-07-16,manufacturing,"43526",517
2018-07-16,manufacturing,"90310",7022
2018-07-16,manufacturing,"94271",1173
2018-07-16,manufacturing,"28128",143
2018-07-16,manufacturing,"42327",147
2018-07-16,manufacturing,"69028",17
2018-07-16,manufacturing,"83223",1
2018-07-16,manufacturing,"50604",121
2018-07-16,manufacturing,"95470",32
2018-07-16,manufacturing,"54562",34
2018-07-16,manufacturing,"03818",23
2018-07-16,manufacturing,"68929",1
2018-07-16,manufacturing,"78773",2320
2018-07-16,manufacturing,"76116",2392
2018-07-16,manufacturing,"21090",2197
2018-07-16,manufacturing,"11247",5059
2018-07-16,manufacturing,"29325",338
2018-07-16,manufacturing,"87184",406
2018-07-16,manufacturing,"47220",384
2018-07-16,manufacturing,"60694",5855
2018-07-16,manufacturing,"43525",846
2018-07-16,manufacturing,"90311",6630
2018-07-16,manufacturing,"12440",313
2018-07-16,manufacturing,"77575",106
2018-07-16,manufacturing,"28129",520
2018-07-16,manufacturing,"69027",2
2018-07-16,manufacturing,"74818",43
2018-07-16,manufacturing,"54561",19
2018-07-16,manufacturing,"50601",38
2018-07-16,manufacturing,"85621",10
2018-07-16,manufacturing,"03817",51
2018-07-16,manufacturing,"78774",2279
2018-07-16,manufacturing,"52164",39
2018-07-16,manufacturing,"68928",9
2018-07-16,manufacturing,"76115",3368
2018-07-16,manufacturing,"90312",6667
2018-07-16,manufacturing,"21093",1952
2018-07-16,manufacturing,"87181",416
2018-07-16,manufacturing,"60693",5738
2018-07-16,manufacturing,"38833",108
2018-07-16,manufacturing,"12441",31
2018-07-16,manufacturing,"43528",889
2018-07-16,manufacturing,"69026",13
2018-07-16,manufacturing,"68927",21
2018-07-16,manufacturing,"36439",18
2018-07-16,manufacturing,"77577",484
2018-07-16,manufacturing,"91776",7846
2018-07-16,manufacturing,"50602",106
2018-07-16,manufacturing,"11245",5218
2018-07-16,manufacturing,"85620",7
2018-07-16,manufacturing,"20993",2897
2018-07-16,manufacturing,"91510",6137
2018-07-16,manufacturing,"13640",34
